"timestamp","X48001","X48003","X48005","X48007","X48009","X48011","X48013","X48015","X48017","X48019","X48021","X48023","X48025","X48027","X48029","X48031","X48033","X48035","X48037","X48039","X48041","X48043","X48045","X48047","X48049","X48051","X48053","X48055","X48057","X48059","X48061","X48063","X48065","X48067","X48069","X48071","X48073","X48075","X48077","X48079","X48081","X48083","X48085","X48087","X48089","X48091","X48093","X48095","X48097","X48099","X48101","X48103","X48105","X48107","X48109","X48111","X48113","X48115","X48117","X48119","X48121","X48123","X48125","X48127","X48129","X48131","X48133","X48135","X48137","X48139","X48141","X48143","X48145","X48147","X48149","X48151","X48153","X48155","X48157","X48159","X48161","X48163","X48165","X48167","X48169","X48171","X48173","X48175","X48177","X48179","X48181","X48183","X48185","X48187","X48189","X48191","X48193","X48195","X48197","X48199","X48201","X48203","X48205","X48207","X48209","X48211","X48213","X48215","X48217","X48219","X48221","X48223","X48225","X48227","X48229","X48231","X48233","X48235","X48237","X48239","X48241","X48243","X48245","X48247","X48249","X48251","X48253","X48255","X48257","X48259","X48263","X48265","X48267","X48271","X48273","X48275","X48277","X48279","X48281","X48283","X48285","X48287","X48289","X48291","X48293","X48295","X48297","X48299","X48303","X48305","X48307","X48309","X48311","X48313","X48315","X48317","X48319","X48321","X48323","X48325","X48327","X48329","X48331","X48333","X48335","X48337","X48339","X48341","X48343","X48345","X48347","X48349","X48351","X48353","X48355","X48357","X48359","X48361","X48363","X48365","X48367","X48369","X48371","X48373","X48375","X48377","X48379","X48381","X48383","X48385","X48387","X48389","X48391","X48393","X48395","X48397","X48399","X48401","X48403","X48405","X48407","X48409","X48411","X48413","X48415","X48417","X48419","X48421","X48423","X48425","X48427","X48429","X48431","X48433","X48435","X48437","X48439","X48441","X48443","X48445","X48447","X48449","X48451","X48453","X48455","X48457","X48459","X48461","X48463","X48465","X48467","X48469","X48471","X48473","X48475","X48477","X48479","X48481","X48483","X48485","X48487","X48489","X48491","X48493","X48495","X48497","X48499","X48501","X48503","X48505","X48507"
98,0,2.20933443800055,0,0,0,0,0,0.338260663667422,0,0,0.496727805580737,0,0,0,0.247661313142437,1.81752090149037,0,0,0,0.462011134468341,0,0,0,0,0.263880092885793,1.71821305841924,0.219959087609705,0.493559054340852,0.456725279744234,0.737626318507044,0.331630961066525,0,0,0,0,0,0.194016530208374,0,0,0,0,0,0.404757763417993,0,0.479156684235745,0,1.48920327624721,0,0,0.794670410447267,0,0,0,1.67308014053873,0,1.40429714927679,0.415135202877749,1.4792899408284,1.05529759392149,0,0.371503384523938,0,0,0,0,0,0,0,0,0,0.335091366251273,0.243178833714314,0,0,0,0,0,0,0,0,0,0,0,0.496547443556521,0,0,0,2.65568981542956,0,1.723395088324,0,0,0.363477755161384,0.727277535719244,0,0,1.22564039710749,1.7825311942959,0,0,0.742613311332588,0.749108560812633,0,0,0,0,0,0.344293746675785,0,0,0,0,0,0,0,0,0,0,0,0.674946004319654,0,0,0.550513550497822,0,0,0.312519532470779,0,0,0.348766239428023,0,0,0,0,0,0,2.59067357512953,0.202265372168285,0,0.485719836798135,0,0,0,0,0.502171893439124,1.28644939965695,0,0,0,0,0,0,0.244229070586272,0,0,0,1.77273533061514,0,0,0,0,0,0,0,0,1.10290062865336,0,0,0.449337227589306,0,0,0.7614522417154,0,0,0,0,0,4.83325277912035,0.356040826014716,0.358487184083169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.787339579560664,0,0.0448559227760433,0,0.156752096559291,0,0,0,0,0,0,0.294007394285966,0,0,0,0.306532201207737,0.338681681554549,0,0,0,0.492574440312292,0,0.367039823820885,0,0,0,0,0.411048997040447,0,0,0.556130223453124,1.92836137492166,0,0,0,0,0,0.21043771043771,0,0,0.461297167635391,0,0,0,0
99,0,0,0.113308027873775,0,0,0,0.206462269020337,0,0,0,0.372545854185553,0,0.304191762487072,0.179136026942058,0,0,0,0,0.856631937380205,0.490886830372612,0.651050749405916,0,0,0,0,0,0,0,0,0,0.165815480533263,0,0,0,0,1.28657077425829,0,0,0,0,0,0,0.382878965395399,0,0,0.542433823073585,0,0,0,0,0,0,0,0,0,0,0.246731299823568,0,0,1.91681042744873,0.409934769129862,0,4.53309156844968,0,0,0,0,0,0,0.366676444705192,0,0,0,0,0,0,1.6946280291476,0,1.38251357726086,0,0,0.532113020805619,0,0.465513228334238,0,0,0,0,0,0,0,0.644599864634028,0,0.396696837665042,0,0,0,0,0,1.96903248903607,0.429702064420934,0,0,0,0.924314081925038,0,0,0,0,0,0.180430507190156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.187511719482468,0.500751126690035,0,0,-0.247622820919176,0,0,0,0,0,0,0,0,0,0,0,0,0,0.251085946719562,0,0,0,0,0.367336443448555,0,0,0,0,0,0,0,0,0.54392167527876,0,0.206539025548877,0,0.186246329395258,1.63178721494717,0,0,0,0.6696939312708,0,0,0,0,0,0,0,0.277997859416482,0,0,0,0,0,0,0,0,0,0.492602748723338,0,0,0.307056936032364,0,0,0,0,0,0,0,0,0,0,0,3.54065856249262,0,0,0,0,0,0,0,0,0.852262532744824,0,0,0,0,0,0,0,0.686003214126824,0,0,0,0,0,0,0.798940638710544,0,0,0,0,0,0,0,0.974215756316166,0,0,0,1.43822810297713,0.370753482302083,0,0,0.151854523366615,0,0,0.117990851775959,0,0,0,0,0,0,0,0
100,0.173671413685307,0,0,0.394477317554241,0,0,0,0.338260663667422,0,0.470167849922422,0,0,0,0.298560044903431,0.590171639828787,0,0,0,0,0.433135438564069,0.279021749745393,0,0,0,0.527760185771585,0,0,0,0.456725279744234,0,0.426382664228389,1.57703832203123,0,0,0,0,0,0,0,0,0,0,0.306303172316319,0,1.43747005270724,0,0,0,0,0.794670410447267,0,0,0,0,0,0,0.422967942554687,0,0,0,0.358692922988629,0.480838582487859,0,0,20.005715918834,0,0,0.250884367395068,0,0,0.861663513217559,0.486357667428627,0,0.593595108776304,0.398247710075667,0,0,0,0.209471754130434,0,0,0,0,0.651718519667934,0,0,0,0,0.486073980459826,1.292546316243,0.0797022324595312,0.241724949237761,0.363477755161384,0,0.582072176949942,0,0,0,0,0.358005907097467,1.55574183323682,0.149821712162527,0,0,0.0513507823291688,0,0.628575020428688,0.130594179773573,0.286902883373978,0.853497204796654,0,0,0,0,0,0.779128266773519,0,0,1.12637981527371,0,0.563285078578268,0,0.550513550497822,0,0,0,0,0,0.435957799285029,0,0,0,0,0,0,0,0.40453074433657,0,0,0,1.0082677959266,0,0,0.125542973359781,0.428816466552316,0,0,0,0.768067109028796,0,1.19889701474643,0.162819380390848,0,0.710984713828653,0,0,0,0.27196083763938,0,0.413078051097755,0,0,0,0,0,0,0.241833919625567,3.59469782071445,0.798977309044423,0,0.60916179337232,0.620822382716305,0,0,0,0,0,0.593401376691194,0.716974368166338,1.26230749810654,0,0,0,0,0.903105039326119,0,0,0.921170808097091,0,0,0,0,0,0,0,0.330174662396408,0,0.376860749952892,0.964506172839506,0,0.729580855798344,0,0,0,0.567697984672154,0,3.93669789780332,0,0,0,0,0,0,0,0,1.32749236691889,0.24716292273687,0,0,1.56998194520763,0,0.613064402415474,0.0846704203886372,0.00849936849692068,0.694348007221219,0.936899798566543,0.246287220156146,0,0.367039823820885,0.204131624071201,0.186751825499094,0.324738585438722,0.424334148997864,0,0,0.862936861786279,1.03810975044583,0.241045171865208,0,0,0,0,0.314642271402557,0.420875420875421,0,0,0,0,0,0,0
101,0.173671413685307,0.552333609500138,0.113308027873775,0,0,0,0.61938680706101,0.338260663667422,0,0,0.993455611161474,0,0,0,0.263469482066423,0,0,0,0,0,0.0930072499151309,0,0,0,0,0.572737686139748,0.219959087609705,0.246779527170426,0.456725279744234,0,0.497446441599788,0,0,0,0,0.514628309703317,0,0,0,0,0,0,0,0,0,0.619924369226954,0,2.45037980887037,0.254913456881389,0.132445068407878,0,0,0,0,0,0,0.411218833039279,0,0,0,0,0,0,0,20.005715918834,0,0,0.313605459243834,0,1.16114207489977,0.323123817456585,0,0,0.296797554388152,0,0,0,0,0.740133531260866,0,0,0,0,1.02412910233532,0,0,0,1.32784490771478,0,0,0.159404464919062,0.161149966158507,0.363477755161384,0.132232279221681,0,0,0,0,0,0,0.471570470697845,0,0,0,0.0513507823291688,0,0.502860016342951,0.0831053871286376,0.573805766747956,0,0.721722028760623,0,0,0.268773853679514,0,0,0,0,0,0,0.281642539289134,0,0.0786447929282602,0,0,0.125007812988312,0.500751126690035,0,0.435957799285029,0.247622820919176,0,0,0,0,0,0,0,0,0.485719836798135,0,0,0,0.585274493737563,0.125542973359781,0.857632933104631,0,0,0,0.667884442633735,3.49406009783368,1.19889701474643,0.081409690195424,0,0,0,0,0,1.08784335055752,0.34658441063321,0.206539025548877,0,0.0620821097984194,0,0,0,0,0.3906547932413,2.69602336553583,0.798977309044423,0,0.60916179337232,0,0,0,0.0833993578249447,0,0,0,0,1.26230749810654,0.39669316577014,0,0,0.21289278719237,0.65680366496445,0,0.895977062987187,0.614113872064728,0,0,0,0,0,0,0,0.220116441597605,0,0,0,2.36043904166175,0,0,0,0,0,0,3.14935831824266,0,0.493415150536477,0,0,1.05932203389831,0,0,0,1.32749236691889,0.343001607063412,1.47003697142983,0,0,0,0.613064402415474,0.592692942720461,0.382471582361431,0,0,0,0,0.367039823820885,0,0.373503650998189,1.19070814660865,0,0.411048997040447,0,2.01351934416798,0.111226044690625,0.482090343730415,0,0.30370904673323,0,0,0.137655993738619,0.21043771043771,1.24921923797626,0.158848664876972,0.230648583817695,0,0,1.39140114094894,0
102,0,0,0,0,0,0,0,0,0,0.470167849922422,0.124181951395184,0,0.304191762487072,0.208992031432402,0.247661313142437,0,0,0,0,0.750768093511054,0.837065249236178,0,0,0,0.527760185771585,0,0,0,0,0,0.284255109485593,0,0,0,0,1.28657077425829,0,0,0,0,0,0,0.382878965395399,0,0.479156684235745,0,0,0,0,2.11912109452605,0,0,0,0,0,0,0.434717052070095,0.739644970414201,0,0,0.358692922988629,0.480838582487859,4.53309156844968,0.910746812386157,5.71591883395256,0,0,0.125442183697534,0,0.48890192627359,0.203448329509702,0.486357667428627,0,0,0,0,0,0,0.460837859086955,0,0,0,0,0.434479013111956,0,0,0,0,0,0.430848772081,0,0,0,0,0.582072176949942,0,1.22564039710749,0,0,2.86404725677974,0.661080099109128,0,0,0,0.154052346987506,0,0,0.498632322771826,0,0.426748602398327,0,0,0,0,0,0.111304038110503,0,0,0,0,0.281642539289134,0,0.235934378784781,0,0,0,0,0,0.174383119714012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125542973359781,0.857632933104631,0,0,0,1.20219199674072,0,1.19889701474643,0.040704845097712,0,0,0,0,0,0,0,0.413078051097755,0,0,0,0,0,0.51915688921192,0.260436528827533,0,0,0,0.15229044834308,0.206940794238768,0.715000715000715,0,0,0,0,0.237360550676478,0,0,0.158677266308056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.880465766390421,0,0,0,0,0.729580855798344,0,0,0,0.567697984672154,0,1.181009369341,0,0,0,0,0,0,0,0,0,0,0.294007394285966,0,0,0,0,0.0846704203886372,0.407969687852193,0,0,0,0,0,0,0,0.324738585438722,0,0.205524498520224,0,0,0.185376741151041,1.44627103119125,0,0,0,0,0,0,0,0.158848664876972,0,0,0,0,0
103,0,0,0,0,0,0,0.206462269020337,0.676521327334844,0,0,0,0,0,0.298560044903431,0.057963286054613,0,0,0,0,0,0.279021749745393,0,0,0,0,0,0,0,0.456725279744234,0,0.852765328456779,0,0,0,1.30616509926855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.293727737885199,0,0,0,0.358692922988629,0,0,0,0,0,0,0.125442183697534,0,0,0,0,0,0,0,0,0,0,0.251366104956521,0,0,0,0,0,0,0,0,0,0,0,0,0,0.363477755161384,0.132232279221681,0,0,0,0,0,0.716011814194934,0.149844822464736,0.599286848650106,0,0,0.359455476304181,0,0,0,0,0.426748602398327,0,0,0,0,0,0.222608076221005,0,0,0,0,0,0,0,0,0,0,0,0,0,0.247622820919176,0,0,0,0,0,0,0,0,0,0,0,0,0,0.251085946719562,0,0,0,0,0,0,0,0.081409690195424,0,0,0,0,0,0,0,0.206539025548877,0,0.0620821097984194,0,0,0,0,0.1116156552118,0.449337227589306,0,0,2.58893762183236,0,0,0,0.111199143766593,0,0,1.30548302872063,0,0,0,0,0,0,0.328401832482225,0,0,0.307056936032364,0,0,0,0,0,0,0,0,0,0.376860749952892,0,0,0,0,0,0,0,0,0,0,0.13456776832813,0,0,0,0,0,0,1.32749236691889,0.509458269314774,0.294007394285966,0,0,0,0,0.169340840777274,0.713946953741337,0,0,0.492574440312292,0,0,0,0,0.108246195146241,0,0.205524498520224,0,0.287645620595426,0.741506964604165,0.482090343730415,0,0.151854523366615,0,0,0.137655993738619,0.21043771043771,0,0,0,0,0,0,0
104,0,0.552333609500138,0,0,0,0,0,0.338260663667422,0,0,0,0,0,0,0.258200092425094,0,0,0,1.71326387476041,0.721892397606782,0.139510874872696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.339121369350211,0,0,0.0774905461533693,0,0,0,0,0,0,0,0,0,0,0.254564039500506,1.4792899408284,0.527648796960743,0,0.320261538382705,0,-4.53309156844968,0,0,0,0,0.125442183697534,0,0.122225481568397,0.370994012635338,0,0,0,0,0,0,0,0.0977534852608691,0,0,0,0.4987282429804,0.682752734890216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.260024838982924,0,0,0,0.205403129316675,0,0,0.0237443963224679,0,0,0,0,0,0,0,0,0.460108585626208,0,0,0,0,0,0.943737515139123,0,0,0.187511719482468,0,0,0.174383119714012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.56952844018928,0,0,0.040704845097712,0,0,0,0,0,0.27196083763938,0,0,0,0,0.407946803736793,0,0,0,0.2790391380295,0,0,8.71080139372822,0.15229044834308,0,0,0,0.0833993578249447,0,0,0,0,1.26230749810654,0.079338633154028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.188430374976446,0,0,0.729580855798344,0,0,0,0,0,0.787339579560664,0,0.224279613880217,0,0,0,0,0,0,0,0.353089889624101,0.661516637143424,0,3.13996389041526,0,0,0,0.696948216747496,0,0,0,0,0,0,0,0.432984780584962,0.424334148997864,0.205524498520224,0,0,0.556130223453124,0.241045171865208,0,0,0,0,0.0393302839253197,0,0,0,0,0,0,0,0
105,0,0.552333609500138,0.113308027873775,0,0,5.13610683102209,0,0.338260663667422,0,0,0.86927365976629,0,0.304191762487072,0.179136026942058,0.115926572109226,0,0,0,0.321236976517577,0.259881263138442,0.279021749745393,0,0,0,0.263880092885793,0,0,0,1.82690111897694,0,0.497446441599788,1.57703832203123,0,0,0,0.514628309703317,0.194016530208374,0,0,0,0,0,0.0546969950564856,0,0,0.0774905461533693,0,0,0,0,0,0,0,0,0,1.40429714927679,0.34855691562377,0,1.58294639088223,0,0.179346461494315,0.480838582487859,0,0,0,0.878117316473481,0,0.0627210918487669,0,0,0.550507244555663,0,0,0,0,0,0,0,0.47480264269565,0,0,0,0,0.465513228334238,0,0,0,0,0,0,0,0.483449898475521,0,0.0661161396108404,0,0,0,0,0,0.716011814194934,0.352576052858202,0.599286848650106,0,0,0.513507823291688,0,0,0.0949775852898716,0,0,0,0,0,0,0,0.445216152442011,0,0,1.12637981527371,0,0,0,0.393223964641301,0,0,0.250015625976624,0,0.667779632721202,0.348766239428023,0.247622820919176,0,0,0,0,0,0,0,0.747104968248039,0,0,0,0,0,0.125542973359781,0,0,0,0,0.434124887711928,0,0,0.081409690195424,0,0,0,0,0,0.27196083763938,0.173292205316605,0,0,0.186246329395258,0,0,0,1.55747066763576,0.7813095864826,6.29072118625028,0,0,1.21832358674464,0.827763176955073,0,0,0.111199143766593,0,0,0.118680275338239,0.358487184083169,2.94538416224859,0.079338633154028,0,0,0.42578557438474,0.738904123085007,0,0,0.690878106072819,0,0,0,0,0,0,0,0,0,0.188430374976446,0,0,0.364790427899172,0.296925338123729,0,0,0,0,1.57467915912133,0,0.0897118455520867,0,0,0,0,0,0,0,0.267339487858248,0.441011091428949,0,0,0,0.306532201207737,0.338681681554549,0.37397221386451,0.694348007221219,0,0.246287220156146,0,0,0,0,0.649477170877444,2.40456017765456,0.411048997040447,0,0,0.63028091991354,0.482090343730415,0,0,0.767636447378521,0,0.0983257098132991,0,0,0,0.230648583817695,0,0,0,0
106,0.173671413685307,0,0.339924083621325,0,0,0,0,0,0,0,0.496727805580737,0,0,0.0895680134710292,0.505861405567532,0,0,0.558940249287351,0.963710929552731,0.375384046755527,0.0930072499151309,0,0,0,0,1.1454753722795,0.219959087609705,0,0,0,0.54482229318072,0,0,0.989674397123346,0,0.514628309703317,0,0,0,0,0,0,0,0,0,0.309962184613477,0,0,0.254913456881389,3.44357177860482,0,0,0,0,0,0,0.426884312393157,0,0,0,0,0,0,0,0,0,0,0.125442183697534,0,0.611127407841987,0,0,0,0,0,0,1.6946280291476,0,0.69823918043478,0,0.507846224163323,0,0,0.279307937000543,0,0,0,1.32784490771478,0,0,0.159404464919062,0.0805749830792536,0,0,0,0,1.22564039710749,0,0,0,0.418684062769115,2.09750397027537,0,0,0.0513507823291688,0,0.125715004085738,0.225571765063445,0,0.426748602398327,0.180430507190156,0,0,0,0,0,0,0,2.25275963054742,0,0,0,0.235934378784781,0,0,0.187511719482468,0,0,0.0871915598570058,0.495245641838352,0,0.196251594544206,0,0,0.313902752927143,0,0,0,0,0,0,0,0.585274493737563,0.376628920079343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.427860011645233,7.18939564142889,0,0,1.21832358674464,0,0,0,0,0,0,0.118680275338239,0,0.841538332071026,0.079338633154028,0,2.46867863975807,0.63867836157711,0,0,0.895977062987187,0,0,0,0,0,0,0,0,0.660349324792815,0,0.188430374976446,0,2.36043904166175,-0.364790427899172,-0.148462669061864,0,0,0,0,2.36201873868199,0,0.224279613880217,0,0,0,0,0,0,0,0.307692618101002,0,0,0,0,0.306532201207737,0,0,0,0,0,0,0,0,0,0.216492390292481,0,0.411048997040447,0,1.15058248238171,0.593205571683332,0,0,0.0759272616833074,0,0.456558462311099,0.0786605678506393,0.21043771043771,1.24921923797626,0.317697329753943,0,0,0.547345374931582,0.695700570474468,0
107,0.347342827370615,3.31400165700083,0,0,0,0,0,0,0,0.470167849922422,0.620909756975921,0,0,0.149280022451715,0,0,0,0,0.856631937380205,0,0,0,0,0,0.263880092885793,0,0,0.246779527170426,0,0,0.355318886856991,0.788519161015613,0,0,0,0,0.194016530208374,0,0,0,0,0,0.185969783192051,0,0,0,0,0,0,1.32445068407878,0,0,0,0,0,0,0.313309587077546,0,0,0,0.550849846018252,0,0,0,0,0,0,0,0,0,0.562474793350351,0,0,0,-1.194743130227,0,0,0,0.404978724652172,0,0,0,0,0.620684304445651,0,0,0,0,0,2.585092632486,0,0.161149966158507,0.726955510322768,0.198348418832521,0,0,0,0,0,0.179002953548734,0.460552469046026,0.149821712162527,0,0,0.616209387950025,0,0.125715004085738,0.0949775852898716,0.286902883373978,0,0,0,0,0,0,0.333912114331508,1.38032575687862,0,0,0,0,0,0.11796718939239,0,0,0.125007812988312,0.500751126690035,0,0,0,0,0.196251594544206,0,0,0,0,0,0,0,1.31044424059756,0,0,0,0.251085946719562,0,0,0,0,1.23558621887241,0,0,0.081409690195424,0,0,2.95275590551181,0,0,0,0,0.413078051097755,0,0.248328439193678,0,0,0,0,0.353449574837367,3.14536059312514,0,0,0.7614522417154,0.413881588477537,0,0,0,0,0,0.118680275338239,0.358487184083169,4.20769166035513,0.079338633154028,0,0,0,1.06730595556723,0,0,0.537349638056637,0,0,0.802890405459655,0,0,21.8340611353712,0,0,0,1.31901262483512,0,0,1.09437128369752,0,0,0,0,0,1.96834894890166,13.0208333333333,0,0,0,0,0,0,0,0,0,0.367509242857458,0,0,0,0,0.0846704203886372,0.654451374262892,2.08304402166366,0,0,0,0,0,0.186751825499094,0,2.82889432665243,0.411048997040447,0,1.43822810297713,0.22245208938125,0.241045171865208,0,0,0,0.456558462311099,0.235981703551918,0.21043771043771,0,0,0,0,0,0,0
108,0,0,0.339924083621325,0,0,0,0,0,0,0.470167849922422,0.124181951395184,0,0.608383524974144,0.268704040413088,0.363587885251663,0.908760450745184,0,0,0.535394960862628,0.866270877128139,0.604547124448351,0,0,0,0,0.572737686139748,0.219959087609705,0,0.913450559488468,0,0.592198144761652,0,0,0,0,0.514628309703317,0,0,0,0,0,0,0.295363773305022,0,0,0,0,0,0,0.132445068407878,0,0,0,0,0,1.40429714927679,0.485629859970196,2.9585798816568,0,0,0.269019692241472,0,0,0,0,0,0,0.627210918487669,0,0.672240148626186,1.06511184272726,0,0,0,0.398247710075667,0,0,0,0.544626560739128,0,0,0,0,0.527581658778804,0,0,0,0,0,0,0,0,0.363477755161384,0,0,0,2.45128079421498,0,0,1.6110265819386,0.339354450876019,0.749108560812633,0,0,0.256753911645844,0,0,0.201827368740977,0.286902883373978,0,0,0,0,0,0,0,0,0,0,0,0,0,0.550513550497822,0,0,0.0625039064941559,0,0,0.435957799285029,0,0,0,0,0,0.627805505854286,0,0,0,0,0,0,0,0.585274493737563,0,0,0,0,0,1.33576888526747,0,0,0,0,0,0,0,0,0,0.34658441063321,0,0,0.186246329395258,0.407946803736793,0,0,0,0.372052184039333,7.18939564142889,0.798977309044423,0,0.91374269005848,0.413881588477537,0,0,0.166798715649889,0,0,0.118680275338239,0,1.26230749810654,0.238015899462084,0,0,0,0.738904123085007,0,0,0.997935042105182,0,0,0,0,0,0,0,0.220116441597605,0,0.188430374976446,0,3.54065856249262,0,0,0,0,0,0,0.787339579560664,6.51041666666667,0.358847382208347,0,0,0,0,0,0,0,0.933166136863694,0.735018485714916,0,0,0,0,0.0846704203886372,0.824438744201306,0,0,0,0,0,0,0,0,1.27300244699359,0.205524498520224,0,0.287645620595426,0.296602785841666,0.482090343730415,0,0.0759272616833074,0,0,0.117990851775959,1.26262626262626,1.24921923797626,0.158848664876972,0,0,0,1.39140114094894,0.81732733959951
109,0,0,0,0,0,0,0.206462269020337,0,0,0,0,0,0,0.0597120089806861,0.173889858163839,-0.908760450745184,0,0,0,0.0577513918085426,0.232518124787827,0,0,0,0,-0.572737686139748,0,0,0,0,0.450070590018856,0,1.67532249958117,0.659782931415564,0,0,0,0,0,0,0,0,0.0109393990112971,0,0.479156684235745,0,0,0,0.254913456881389,0.529780273631511,0,0,0,0,0,0,0.52479355835489,0,0,0,0.0896732307471574,1.44251574746358,0,0,0,0,0,0,0,0,0.275253622277831,0,0,0.593595108776304,0,0,0,0,0.837887016521736,0,1.01569244832665,0,0,0.372410582667391,0,0,0,0,0,0,0,0.161149966158507,0,0,0,0,0,0,0,0.895014767743668,0.425294863760206,0.299643424325053,0,0,0.205403129316675,0,0.125715004085738,0.154338576096041,0,0,0,0,0,0,0,0,0.460108585626208,0,0,0,0,0,0.393223964641301,0,0,-0.0625039064941559,0,0,0.348766239428023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.502171893439124,0,0,0,0,0.400730665580241,0,0,0,0,0.710984713828653,0,0,0,0,0,0,0,0,0,0,0,0,0.130218264413767,10.7840934621433,0,0,1.97977582846004,0,0,0,0.0277997859416483,0,0,0,0,0.841538332071026,0.079338633154028,0,0,0,0.738904123085007,0,0,0.307056936032364,0,0,0,0,0,0,0,0.220116441597605,0,0.376860749952892,0,0,0,0,0,0,0,0,2.75568852846233,3.25520833333333,0.224279613880217,0,0,0,0,0,0,0,0.272383629138592,3.89559797428905,0,0,0,0,0,0.152988632944572,0,0.468449899283272,0,0,0,0,0.186751825499094,0,0.141444716332621,-0.205524498520224,0,0.862936861786279,0.519054875222915,0.241045171865208,0,0.0759272616833074,0,0.456558462311099,0.0983257098132991,0,0,0.158848664876972,0,1.170138076293,0,0,0
110,0.347342827370615,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0632326756959415,0,0,0,0,0.317632654946984,0.0465036249575654,0,0,0,0.263880092885793,0,0,0,0,0,0,0,0,0.989674397123346,0,0,0,1.41083521444695,0,0,0,0,0.0546969950564856,0,0,0,0,0,0,0,0,0,0,0,0,0,0.40730246320081,0,0.527648796960743,0,0.0128104615353082,0,0,0,0,0,0,0,0,0.305563703920993,0.311156268661896,0,0,0,0,0,0,0,0.391013941043477,0,0,0,0,0.155171076111413,0,0,0,0,0,0,0,0.0805749830792536,0,0.264464558443362,0.291036088474971,0,0,0,0,0,0.374612056161839,0.299643424325053,0,0,0.102701564658338,0,0,0,0,0.426748602398327,0,0,0.43888523151196,0,0,0.111304038110503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.313902752927143,0,0,0,0,0,0,0,0,0.376628920079343,0,0,0,0,0.367336443448555,0,0,0,0,0,0,0,0,0.81588251291814,0,0,0,0.0620821097984194,0.815893607473586,0,0,0,0,3.14536059312514,0.798977309044423,0,0.15229044834308,0,0,0,0,0,0,0.118680275338239,0,0,0,1.0257462303826,0,0,1.64200916241113,0,0,0.460585404048546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0655738366444758,0,0,0,0,0.306532201207737,0,0.135989895950731,0,0,0,0,0,0,0,0.432984780584962,1.27300244699359,0.411048997040447,0,0.575291241190853,0.481979526992707,0,0,0.0759272616833074,0,0,0.0786605678506393,0.420875420875421,0,0,0,0,0,0,0
111,0,0,0,0,0,0,0.412924538040673,0,0,0,0.496727805580737,0,0,0,0.131734741033211,0,0,0,0.74955294520768,0.519762526276883,0,0,0,0,0,0,0.219959087609705,0.246779527170426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.185969783192051,0,0,0,0,0,0,0,0,0,0,0,0,-1.40429714927679,0.328975066431423,0.739644970414201,0,0,0.064052307676541,0,0,0,0,0,0,0.125442183697534,0,0.122225481568397,0.107707939152195,0,0,0.296797554388152,0,0,0,0,0.223436537739129,0,0,0,0,0.403444797889673,0,0,0,0,0,0,0,0,0,0.0661161396108404,0,0,0,0,0,1.43202362838987,0.339354450876019,0.44946513648758,1.61472630389149,0,0.41080625863335,0,0,0.0712331889674037,0,0,0,0,0,0,0,0.667824228663016,0.460108585626208,0,0,0,0,0,0.511191154033691,0,0,0,0,0,0.174383119714012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.500913331975302,0,0,0.040704845097712,0,0,0,0,0,0.27196083763938,0,0,0,1.30372430576681,0.407946803736793,0,0,0,0.297641747231467,6.74005841383959,0,0,0.30458089668616,0,0,0,0,0,0,0,0.358487184083169,0.420769166035513,0,0,0,0,0.985205497446676,0,0,0.690878106072819,0,0,0,0,0,0,0,0.220116441597605,0,0,0,0,0,0,0,0,0,0,0,0,0.0897118455520867,0,0,0,0,0,0,1.32749236691889,0.0353089889624101,0.147003697142983,0,0,0,0,0,0.560958320796765,0,0.468449899283272,0,0,0,0,0,0,-0.565778865330485,0,0,2.58881058535884,0.0370753482302082,0.241045171865208,0,0,0,0,0.0196651419626598,0,0,0,0,0,0,0,0
